Timestamp,SnapshotIndex,ModbusValid,DAQValid,DAQRunning,ECUValid,Modbus_0,Modbus_1,Modbus_2,DAQ_0,DAQ_1,DAQ_2,DAQ_3,DAQ_4,ECU_Throttle,ECU_EngineSpeed,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_AxleTemp,ECU_FuelPressure,ECU_IntakeTemp,ECU_AtmPressure,ECU_FlightTime
0.000,1,0,0,0,0,,,,,,,,,,,,,,,,,
0.100,2,0,0,0,1,,,,,,,,,45.50,4553.00,74.00,800.00,46.00,364.00,22.00,54.00,11.00
0.200,3,0,0,0,1,,,,,,,,,40.50,4058.00,62.00,710.00,36.00,324.00,16.00,48.00,11.00
0.300,4,0,1,1,1,,,,-0.018592,-0.023525,-0.023525,-0.003792,-0.018592,35.70,3572.00,52.00,620.00,26.00,284.00,10.00,42.00,11.00
0.400,5,0,1,1,1,,,,-0.018592,-0.023525,-0.023525,0.001141,-0.018592,31.00,3101.00,40.00,535.00,18.00,248.00,2.00,37.00,11.00
0.500,6,0,1,1,1,,,,-0.018592,-0.018592,-0.023525,-0.003792,-0.018592,26.40,2649.00,30.00,450.00,10.00,210.00,-4.00,31.00,11.00
0.600,7,0,1,1,1,,,,-0.018592,-0.023525,-0.018592,0.001141,-0.013659,26.40,2649.00,30.00,450.00,10.00,210.00,-4.00,31.00,11.00
0.700,8,0,1,1,1,,,,-0.018592,-0.023525,-0.018592,0.001141,-0.018592,22.20,2220.00,20.00,375.00,2.00,176.00,-10.00,26.00,11.00
0.900,9,0,1,1,1,,,,-0.018592,-0.023525,-0.023525,-0.003792,-0.018592,14.50,1450.00,2.00,230.00,-14.00,116.00,-20.00,17.00,11.00
1.000,10,0,1,1,1,,,,-0.018592,-0.023525,-0.023525,-0.003792,-0.018592,11.10,1116.00,-6.00,170.00,-20.00,88.00,-26.00,13.00,11.00
1.100,11,0,1,1,1,,,,-0.013659,-0.023525,-0.023525,0.001141,-0.018592,8.20,821.00,-12.00,115.00,-26.00,64.00,-30.00,9.00,11.00
1.200,12,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,5.60,568.00,-18.00,70.00,-30.00,44.00,-34.00,6.00,11.00
1.400,13,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,1.90,196.00,-26.00,5.00,-38.00,14.00,-38.00,2.00,11.00
1.500,14,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,-0.003792,-0.018592,0.80,82.00,-30.00,-20.00,-40.00,6.00,-40.00,0.00,11.00
1.600,15,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,-0.003792,-0.013659,0.10,16.00,-30.00,-30.00,-40.00,0.00,-40.00,0.00,11.00
1.700,16,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,-0.003792,-0.018592,0.10,16.00,-30.00,-30.00,-40.00,0.00,-40.00,0.00,11.00
1.800,17,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,0.00,0.00,-30.00,-30.00,-40.00,0.00,-40.00,0.00,11.00
1.900,18,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,0.30,35.00,-30.00,-25.00,-40.00,2.00,-40.00,0.00,11.00
2.000,19,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,1.10,119.00,-28.00,-10.00,-38.00,8.00,-40.00,1.00,11.00
2.100,20,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,2.50,251.00,-26.00,15.00,-36.00,20.00,-38.00,3.00,11.00
2.200,21,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,4.30,431.00,-22.00,45.00,-32.00,34.00,-34.00,5.00,11.00
2.300,22,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,6.50,657.00,-16.00,90.00,-28.00,52.00,-32.00,7.00,11.00
2.400,23,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,9.20,926.00,-10.00,135.00,-24.00,74.00,-28.00,11.00,11.00
2.500,24,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,12.30,1236.00,-2.00,195.00,-18.00,98.00,-24.00,14.00,11.00
2.600,25,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,15.80,1583.00,6.00,255.00,-10.00,126.00,-18.00,19.00,11.00
2.700,26,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,-0.003792,-0.018592,19.60,1965.00,14.00,325.00,-4.00,156.00,-14.00,23.00,11.00
2.900,27,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,23.70,2377.00,24.00,400.00,4.00,190.00,-8.00,28.00,11.00
3.000,28,0,1,1,1,,,,-0.023525,-0.023525,-0.028458,0.001141,-0.018592,28.10,2815.00,34.00,480.00,12.00,224.00,-2.00,33.00,11.00
3.100,29,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,32.70,3275.00,44.00,565.00,22.00,262.00,4.00,39.00,11.00
3.200,30,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,-0.003792,-0.018592,37.50,3752.00,56.00,650.00,30.00,300.00,12.00,45.00,11.00
3.300,31,0,1,1,1,,,,-0.018592,-0.023525,-0.033392,-0.003792,-0.018592,42.40,4242.00,66.00,740.00,40.00,338.00,18.00,50.00,11.00
3.400,32,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,-0.003792,-0.018592,47.30,4739.00,78.00,830.00,50.00,378.00,26.00,56.00,11.00
