Timestamp,SnapshotIndex,ModbusValid,DAQValid,DAQRunning,ECUValid,Modbus_0,Modbus_1,Modbus_2,DAQ_0,DAQ_1,DAQ_2,DAQ_3,DAQ_4,ECU_Throttle,ECU_EngineSpeed,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_AxleTemp,ECU_FuelPressure,ECU_IntakeTemp,ECU_AtmPressure,ECU_FlightTime
0.000,1,0,0,0,0,,,,,,,,,,,,,,,,,
0.100,2,0,0,0,1,,,,,,,,,99.90,9990.00,198.00,1790.00,148.00,798.00,98.00,119.00,37.00
0.300,3,0,1,1,1,,,,-0.018592,-0.023525,-0.023525,0.001141,-0.018592,98.20,9830.00,196.00,1760.00,146.00,786.00,96.00,117.00,37.00
0.400,4,0,1,1,1,,,,-0.013659,-0.023525,-0.023525,0.001141,-0.018592,96.70,9677.00,192.00,1735.00,142.00,774.00,94.00,116.00,37.00
0.500,5,0,1,1,1,,,,-0.018592,-0.018592,-0.023525,-0.003792,-0.018592,94.70,9477.00,186.00,1695.00,140.00,758.00,92.00,113.00,37.00
0.600,6,0,1,1,1,,,,-0.018592,-0.023525,-0.023525,-0.003792,-0.018592,92.30,9232.00,182.00,1655.00,134.00,738.00,88.00,110.00,37.00
0.700,7,0,1,1,1,,,,-0.018592,-0.023525,-0.023525,0.001141,-0.018592,89.40,8946.00,174.00,1600.00,128.00,714.00,84.00,107.00,37.00
0.900,8,0,1,1,1,,,,-0.018592,-0.023525,-0.023525,0.001141,-0.018592,86.20,8619.00,168.00,1540.00,122.00,688.00,80.00,103.00,37.00
1.000,9,0,1,1,1,,,,-0.018592,-0.023525,-0.023525,0.001141,-0.018592,82.50,8257.00,158.00,1475.00,116.00,660.00,74.00,99.00,37.00
1.100,10,0,1,1,1,,,,-0.013659,-0.018592,-0.023525,0.001141,-0.018592,78.60,7862.00,150.00,1400.00,108.00,628.00,70.00,94.00,37.00
1.200,11,0,1,1,1,,,,-0.018592,-0.023525,-0.018592,0.001141,-0.018592,74.30,7438.00,140.00,1325.00,100.00,594.00,64.00,89.00,37.00
1.300,12,0,1,1,1,,,,-0.018592,-0.023525,-0.023525,0.001141,-0.013659,69.90,6991.00,130.00,1245.00,92.00,558.00,56.00,83.00,37.00
1.400,13,0,1,1,1,,,,-0.018592,-0.023525,-0.018592,-0.003792,-0.018592,65.20,6523.00,120.00,1160.00,82.00,520.00,50.00,78.00,37.00
1.500,14,0,1,1,1,,,,-0.018592,-0.018592,-0.018592,-0.003792,-0.013659,60.40,6040.00,108.00,1070.00,74.00,482.00,44.00,72.00,37.00
1.600,15,0,1,1,1,,,,-0.013659,-0.018592,-0.018592,0.001141,-0.013659,55.40,5546.00,96.00,980.00,64.00,442.00,36.00,66.00,37.00
1.700,16,0,1,1,1,,,,-0.018592,-0.018592,-0.018592,0.001141,-0.018592,50.40,5047.00,86.00,890.00,54.00,402.00,30.00,60.00,37.00
1.800,17,0,1,1,1,,,,-0.013659,-0.018592,-0.013659,0.001141,-0.013659,45.40,4548.00,74.00,800.00,46.00,362.00,22.00,54.00,37.00
2.000,18,0,1,1,1,,,,-0.013659,-0.018592,-0.013659,-0.003792,-0.013659,40.50,4053.00,62.00,705.00,36.00,324.00,16.00,48.00,37.00
2.100,19,0,1,1,1,,,,-0.013659,-0.018592,-0.013659,0.001141,-0.018592,35.60,3568.00,52.00,620.00,26.00,284.00,8.00,42.00,37.00
2.200,20,0,1,1,1,,,,-0.013659,-0.018592,-0.013659,0.001141,-0.013659,30.90,3097.00,40.00,535.00,18.00,246.00,2.00,37.00,37.00
2.300,21,0,1,1,1,,,,-0.013659,-0.018592,-0.018592,-0.003792,-0.018592,26.40,2644.00,30.00,450.00,10.00,210.00,-4.00,31.00,37.00
2.400,22,0,1,1,1,,,,-0.013659,-0.018592,-0.018592,0.001141,-0.013659,22.10,2216.00,20.00,370.00,2.00,176.00,-10.00,26.00,37.00
2.600,23,0,1,1,1,,,,-0.018592,-0.018592,-0.023525,0.001141,-0.018592,14.40,1446.00,2.00,230.00,-14.00,114.00,-20.00,17.00,37.00
2.700,24,0,1,1,1,,,,-0.013659,-0.018592,-0.023525,0.001141,-0.018592,11.10,1113.00,-6.00,170.00,-20.00,88.00,-26.00,13.00,37.00
2.800,25,0,1,1,1,,,,-0.018592,-0.018592,-0.023525,0.001141,-0.018592,8.10,818.00,-12.00,115.00,-26.00,64.00,-30.00,9.00,37.00
2.900,26,0,1,1,1,,,,-0.018592,-0.023525,-0.023525,-0.003792,-0.018592,5.60,565.00,-18.00,70.00,-30.00,44.00,-34.00,6.00,37.00
3.000,27,0,1,1,1,,,,-0.018592,-0.023525,-0.023525,-0.003792,-0.018592,3.50,357.00,-22.00,35.00,-34.00,28.00,-36.00,4.00,37.00
3.100,28,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,-0.003792,-0.018592,1.90,195.00,-26.00,5.00,-38.00,14.00,-38.00,2.00,37.00
3.300,29,0,1,1,1,,,,-0.018592,-0.023525,-0.023525,0.001141,-0.018592,0.80,81.00,-30.00,-20.00,-40.00,6.00,-40.00,0.00,37.00
3.400,30,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,0.10,16.00,-30.00,-30.00,-40.00,0.00,-40.00,0.00,37.00
3.500,31,0,1,1,1,,,,-0.018592,-0.018592,-0.028458,-0.003792,-0.018592,0.00,0.00,-30.00,-30.00,-40.00,0.00,-40.00,0.00,37.00
3.600,32,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,-0.003792,-0.018592,0.30,35.00,-30.00,-25.00,-40.00,2.00,-40.00,0.00,37.00
3.700,33,0,1,1,1,,,,-0.018592,-0.023525,-0.023525,-0.003792,-0.018592,1.10,120.00,-28.00,-10.00,-38.00,8.00,-40.00,1.00,37.00
3.900,34,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,4.30,433.00,-22.00,45.00,-32.00,34.00,-34.00,5.00,37.00
4.000,35,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,6.50,660.00,-16.00,90.00,-28.00,52.00,-32.00,7.00,37.00
4.100,36,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,-0.003792,-0.018592,9.30,929.00,-10.00,135.00,-24.00,74.00,-28.00,11.00,37.00
4.200,37,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,-0.003792,-0.018592,12.40,1239.00,-2.00,195.00,-18.00,98.00,-24.00,14.00,37.00
4.300,38,0,1,1,1,,,,-0.018592,-0.028458,-0.033392,0.001141,-0.018592,15.80,1587.00,6.00,255.00,-10.00,126.00,-18.00,19.00,37.00
4.500,39,0,1,1,1,,,,-0.018592,-0.028458,-0.038325,0.001141,-0.018592,19.60,1969.00,14.00,325.00,-4.00,156.00,-14.00,23.00,37.00
4.600,40,1,1,1,1,-9999.0000,-9999.0000,-9999.0000,-0.023525,-0.028458,-0.038325,-0.003792,-0.018592,23.80,2381.00,24.00,400.00,4.00,190.00,-8.00,28.00,37.00
4.700,41,1,1,1,1,-9999.0000,-9999.0000,-9999.0000,-0.023525,-0.028458,-0.038325,0.001141,-0.018592,28.20,2819.00,34.00,480.00,12.00,224.00,-2.00,33.00,37.00
4.800,42,1,1,1,1,-9999.0000,-9999.0000,-9999.0000,-0.018592,-0.028458,-0.038325,0.001141,-0.018592,32.70,3280.00,44.00,565.00,22.00,262.00,4.00,39.00,37.00
4.900,43,1,1,1,1,-9999.0000,-9999.0000,-9999.0000,-0.023525,-0.028458,-0.043258,0.001141,-0.018592,37.50,3757.00,56.00,655.00,30.00,300.00,12.00,45.00,37.00
5.000,44,1,1,1,1,-9999.0000,-9999.0000,-9999.0000,-0.023525,-0.028458,-0.043258,0.001141,-0.018592,42.40,4247.00,66.00,745.00,40.00,338.00,18.00,50.00,37.00
5.200,45,1,1,1,1,-9999.0000,-9999.0000,-9999.0000,-0.023525,-0.028458,-0.043258,0.001141,-0.018592,52.40,5244.00,90.00,925.00,58.00,418.00,32.00,62.00,37.00
5.300,46,1,1,1,1,-9999.0000,-9999.0000,-9999.0000,-0.023525,-0.028458,-0.043258,0.001141,-0.023525,57.40,5741.00,102.00,1015.00,68.00,458.00,40.00,68.00,37.00
5.400,47,1,1,1,1,-9999.0000,-9999.0000,-9999.0000,-0.018592,-0.033392,-0.038325,0.001141,-0.018592,62.30,6231.00,112.00,1105.00,78.00,498.00,46.00,74.00,37.00
5.500,48,1,1,1,1,-9999.0000,-9999.0000,-9999.0000,-0.023525,-0.028458,-0.043258,0.001141,-0.018592,62.30,6231.00,112.00,1105.00,78.00,498.00,46.00,74.00,37.00
5.600,49,1,1,1,1,-9999.0000,-9999.0000,-9999.0000,-0.018592,-0.028458,-0.038325,0.001141,-0.018592,67.00,6709.00,124.00,1190.00,86.00,536.00,52.00,80.00,37.00
5.700,50,1,1,1,1,-9999.0000,-9999.0000,-9999.0000,-0.023525,-0.028458,-0.038325,-0.003792,-0.018592,71.70,7169.00,134.00,1275.00,96.00,572.00,60.00,86.00,37.00
5.800,51,1,1,1,1,-9999.0000,-9999.0000,-9999.0000,-0.023525,-0.028458,-0.038325,0.001141,-0.018592,76.00,7608.00,144.00,1355.00,104.00,608.00,66.00,91.00,37.00
5.900,52,1,1,1,1,-9999.0000,-9999.0000,-9999.0000,-0.018592,-0.028458,-0.033392,0.001141,-0.018592,80.20,8021.00,154.00,1430.00,112.00,640.00,72.00,96.00,37.00
6.000,53,1,1,1,1,-9999.0000,-9999.0000,-9999.0000,-0.018592,-0.028458,-0.033392,0.001141,-0.018592,84.00,8403.00,162.00,1500.00,118.00,672.00,76.00,100.00,37.00
6.100,54,1,1,1,1,-9999.0000,-9999.0000,-9999.0000,-0.023525,-0.028458,-0.038325,-0.003792,-0.018592,87.50,8752.00,170.00,1565.00,126.00,700.00,82.00,105.00,37.00
