Timestamp,SnapshotIndex,ModbusValid,DAQValid,DAQRunning,ECUValid,Modbus_0,Modbus_1,Modbus_2,DAQ_0,DAQ_1,DAQ_2,DAQ_3,DAQ_4,ECU_Throttle,ECU_EngineSpeed,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_AxleTemp,ECU_FuelPressure,ECU_IntakeTemp,ECU_AtmPressure,ECU_FlightTime
6.700,1,0,0,0,0,,,,,,,,,,,,,,,,,
6.800,2,0,0,0,1,,,,,,,,,93.50,9357.00,184.00,1675.00,136.00,748.00,90.00,112.00,64.00
6.900,3,0,0,0,1,,,,,,,,,90.90,9090.00,178.00,1625.00,132.00,726.00,86.00,109.00,64.00
7.000,4,0,1,1,1,,,,-0.013659,-0.018592,-0.013659,0.011007,-0.013659,87.80,8783.00,172.00,1570.00,126.00,702.00,82.00,105.00,64.00
7.100,5,0,1,1,1,,,,0.001141,0.001141,-0.003792,0.011007,-0.003792,84.30,8437.00,164.00,1505.00,120.00,674.00,78.00,101.00,64.00
7.200,6,0,1,1,1,,,,-0.003792,-0.013659,-0.013659,0.006074,-0.003792,80.50,8058.00,154.00,1440.00,112.00,644.00,72.00,96.00,64.00
7.300,7,1,1,1,1,26.3100,26.6500,26.0900,-0.003792,-0.008726,-0.013659,0.011007,-0.003792,80.50,8058.00,154.00,1440.00,112.00,644.00,72.00,96.00,64.00
7.400,8,1,1,1,1,26.3100,26.6444,26.0900,-0.008726,-0.013659,-0.018592,0.020874,-0.008726,76.40,7647.00,144.00,1365.00,104.00,610.00,66.00,91.00,64.00
7.600,9,1,1,1,1,26.3100,26.6409,26.0900,-0.023525,-0.023525,-0.018592,0.011007,-0.023525,67.50,6752.00,124.00,1200.00,88.00,540.00,54.00,81.00,64.00
7.700,10,1,1,1,1,26.3100,26.6404,26.0900,-0.018592,-0.018592,-0.018592,0.015940,-0.023525,62.70,6276.00,114.00,1115.00,78.00,502.00,46.00,75.00,64.00
7.800,11,1,1,1,1,26.3100,26.6402,26.0900,-0.013659,-0.013659,-0.023525,0.011007,-0.008726,57.80,5787.00,102.00,1025.00,68.00,462.00,40.00,69.00,64.00
7.900,12,1,1,1,1,26.3100,26.6401,26.0900,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,52.90,5290.00,90.00,935.00,60.00,422.00,34.00,63.00,64.00
8.000,13,1,1,1,1,26.3100,26.6400,26.0900,-0.008726,-0.013659,-0.013659,-0.008726,-0.003792,47.90,4790.00,80.00,840.00,50.00,382.00,26.00,57.00,64.00
8.100,14,1,1,1,1,26.3100,26.6400,26.0900,-0.008726,-0.013659,-0.018592,0.001141,-0.003792,42.90,4292.00,68.00,750.00,40.00,342.00,20.00,51.00,64.00
8.200,15,1,1,1,1,26.3100,26.6400,26.0900,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,38.00,3802.00,56.00,660.00,32.00,304.00,12.00,45.00,64.00
8.300,16,1,1,1,1,26.3100,26.6400,26.0900,-0.008726,-0.013659,-0.023525,0.011007,-0.008726,33.20,3323.00,46.00,575.00,22.00,264.00,6.00,39.00,64.00
8.400,17,1,1,1,1,26.3100,26.6400,26.0900,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,28.60,2861.00,34.00,490.00,14.00,228.00,0.00,34.00,64.00
8.500,18,1,1,1,1,26.3100,26.6400,26.0900,-0.008726,-0.008726,-0.018592,0.050473,-0.013659,24.20,2421.00,24.00,410.00,6.00,192.00,-8.00,29.00,64.00
8.700,19,1,1,1,1,26.3100,26.6400,26.0869,-0.008726,-0.013659,-0.023525,0.006074,-0.008726,20.00,2006.00,16.00,335.00,-2.00,160.00,-12.00,24.00,64.00
8.800,20,1,1,1,1,26.3100,26.6400,26.0889,-0.013659,-0.018592,-0.018592,0.011007,-0.008726,16.20,1621.00,6.00,265.00,-10.00,128.00,-18.00,19.00,64.00
8.900,21,1,1,1,1,26.3060,26.6360,26.0895,-0.008726,-0.013659,-0.018592,0.011007,-0.003792,12.60,1270.00,-2.00,200.00,-16.00,100.00,-24.00,15.00,64.00
9.000,22,1,1,1,1,26.3078,26.6378,26.0898,-0.008726,-0.013659,-0.018592,0.006074,-0.008726,9.50,956.00,-8.00,140.00,-22.00,76.00,-28.00,11.00,64.00
9.100,23,1,1,1,1,26.3041,26.6389,26.0899,-0.008726,-0.013659,-0.023525,0.006074,-0.013659,6.80,683.00,-16.00,90.00,-28.00,54.00,-32.00,8.00,64.00
9.200,24,1,1,1,1,26.3017,26.6396,26.0900,-0.018592,-0.023525,-0.023525,0.011007,-0.013659,4.50,452.00,-20.00,50.00,-32.00,36.00,-34.00,5.00,64.00
9.300,25,1,1,1,1,26.3008,26.6398,26.0900,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,2.60,268.00,-24.00,15.00,-36.00,20.00,-38.00,3.00,64.00
9.400,26,1,1,1,1,26.3044,26.6399,26.0900,-0.013659,-0.013659,-0.018592,0.006074,-0.008726,1.30,130.00,-28.00,-10.00,-38.00,10.00,-40.00,1.00,64.00
9.500,27,1,1,1,1,26.3076,26.6400,26.0900,-0.003792,-0.013659,-0.023525,0.006074,-0.008726,0.40,41.00,-30.00,-25.00,-40.00,2.00,-40.00,0.00,64.00
9.600,28,1,1,1,1,26.3089,26.6439,26.0900,-0.023525,-0.028458,-0.023525,0.011007,-0.013659,0.00,2.00,-30.00,-30.00,-40.00,0.00,-40.00,0.00,64.00
9.700,29,1,1,1,1,26.3095,26.6474,26.0900,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,0.00,2.00,-30.00,-30.00,-40.00,0.00,-40.00,0.00,64.00
9.900,30,1,1,1,1,26.3099,26.6495,26.0900,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,0.70,73.00,-30.00,-20.00,-40.00,4.00,-40.00,0.00,64.00
10.000,31,1,1,1,1,26.3100,26.6498,26.0900,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,1.80,182.00,-26.00,0.00,-38.00,14.00,-38.00,2.00,64.00
10.100,32,1,1,1,1,26.3123,26.6499,26.0900,-0.013659,-0.018592,-0.028458,0.011007,-0.008726,3.40,340.00,-24.00,30.00,-34.00,26.00,-36.00,4.00,64.00
10.300,33,1,1,1,1,26.3139,26.6500,26.0900,0.006074,-0.003792,-0.023525,0.011007,0.015940,7.90,793.00,-12.00,110.00,-26.00,62.00,-30.00,9.00,64.00
10.400,34,1,1,1,1,26.3110,26.6500,26.0877,-0.008726,-0.018592,-0.023525,0.011007,-0.008726,10.80,1084.00,-6.00,165.00,-20.00,86.00,-26.00,13.00,64.00
10.500,35,1,1,1,1,26.3104,26.6500,26.0834,-0.003792,-0.013659,-0.033392,0.011007,-0.013659,14.10,1414.00,2.00,225.00,-14.00,112.00,-22.00,16.00,64.00
10.600,36,1,1,1,1,26.3102,26.6451,26.0816,-0.008726,-0.018592,-0.028458,-0.013659,-0.003792,17.80,1780.00,10.00,290.00,-8.00,142.00,-16.00,21.00,64.00
10.700,37,1,1,1,1,26.3101,26.6422,26.0807,-0.008726,-0.018592,-0.028458,0.011007,-0.008726,21.70,2178.00,20.00,365.00,0.00,174.00,-10.00,26.00,64.00
10.800,38,1,1,1,1,26.3100,26.6410,26.0803,-0.013659,-0.018592,-0.028458,0.011007,-0.013659,26.00,2604.00,28.00,445.00,8.00,208.00,-4.00,31.00,64.00
10.900,39,1,1,1,1,26.3100,26.6402,26.0801,-0.008726,-0.013659,-0.023525,-0.013659,-0.003792,26.00,2604.00,28.00,445.00,8.00,208.00,-4.00,31.00,64.00
11.000,40,1,1,1,1,26.3100,26.6401,26.0800,0.006074,-0.003792,-0.018592,0.006074,0.006074,30.50,3054.00,40.00,525.00,18.00,244.00,2.00,36.00,64.00
11.100,41,1,1,1,1,26.3100,26.6400,26.0800,-0.008726,-0.018592,-0.023525,-0.003792,-0.008726,35.20,3523.00,50.00,610.00,26.00,280.00,8.00,42.00,64.00
11.200,42,1,1,1,1,26.3100,26.6400,26.0800,-0.008726,-0.013659,-0.018592,0.006074,-0.008726,40.00,4008.00,62.00,700.00,36.00,320.00,16.00,48.00,64.00
11.300,43,1,1,1,1,26.3100,26.6400,26.0800,-0.013659,-0.018592,-0.018592,0.006074,-0.008726,45.00,4502.00,72.00,790.00,44.00,360.00,22.00,54.00,64.00
11.500,44,1,1,1,1,26.3100,26.6400,26.0858,-0.008726,-0.018592,-0.023525,0.011007,-0.008726,55.00,5500.00,96.00,970.00,64.00,440.00,36.00,66.00,64.00
11.600,45,1,1,1,1,26.3100,26.6400,26.0880,-0.013659,-0.013659,-0.023525,0.001141,0.006074,59.90,5994.00,106.00,1060.00,72.00,478.00,42.00,71.00,64.00
11.700,46,1,1,1,1,26.3100,26.6400,26.0892,-0.008726,-0.018592,-0.018592,0.020874,-0.003792,64.70,6479.00,118.00,1150.00,82.00,518.00,50.00,77.00,64.00
11.800,47,1,1,1,1,26.3100,26.6400,26.0897,-0.008726,-0.013659,-0.023525,0.011007,-0.008726,69.40,6948.00,128.00,1235.00,92.00,554.00,56.00,83.00,64.00
11.900,48,1,1,1,1,26.3100,26.6400,26.0899,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,69.40,6948.00,128.00,1235.00,92.00,554.00,56.00,83.00,64.00
12.000,49,1,1,1,1,26.3100,26.6400,26.0899,-0.013659,-0.018592,-0.028458,0.011007,-0.013659,73.90,7398.00,140.00,1320.00,100.00,590.00,62.00,88.00,64.00
12.100,50,1,1,1,1,26.3100,26.6400,26.0900,-0.008726,-0.018592,-0.023525,0.011007,-0.008726,78.20,7824.00,148.00,1395.00,108.00,624.00,68.00,93.00,64.00
12.200,51,1,1,1,1,26.3100,26.6400,26.0900,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,82.20,8222.00,158.00,1470.00,116.00,656.00,74.00,98.00,64.00
12.300,52,1,1,1,1,26.3100,26.6400,26.0900,-0.008726,-0.013659,-0.013659,0.011007,-0.008726,85.80,8587.00,166.00,1535.00,122.00,686.00,80.00,103.00,64.00
12.400,53,1,1,1,1,26.3100,26.6400,26.0900,-0.013659,-0.013659,-0.018592,0.011007,-0.008726,89.10,8917.00,174.00,1595.00,128.00,712.00,84.00,107.00,64.00
12.500,54,1,1,1,1,26.3100,26.6400,26.0900,-0.008726,-0.013659,-0.018592,0.015940,0.001141,92.00,9208.00,180.00,1650.00,134.00,736.00,88.00,110.00,64.00
12.600,55,1,1,1,1,26.3100,26.6400,26.0900,-0.008726,-0.013659,-0.023525,0.011007,0.001141,94.50,9456.00,186.00,1695.00,138.00,756.00,92.00,113.00,64.00
12.700,56,1,1,1,1,26.3100,26.6400,26.0900,-0.008726,-0.013659,-0.013659,0.011007,-0.003792,96.60,9660.00,192.00,1730.00,142.00,772.00,94.00,115.00,64.00
12.800,57,1,1,1,1,26.3100,26.6400,26.0900,-0.013659,-0.018592,-0.023525,-0.008726,-0.008726,98.10,9818.00,194.00,1760.00,146.00,784.00,96.00,117.00,64.00
