Timestamp,SnapshotIndex,ModbusValid,DAQValid,DAQRunning,ECUValid,Modbus_0,Modbus_1,Modbus_2,DAQ_0,DAQ_1,DAQ_2,DAQ_3,DAQ_4,ECU_Throttle,ECU_EngineSpeed,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_AxleTemp,ECU_FuelPressure,ECU_IntakeTemp,ECU_AtmPressure,ECU_FlightTime
0.000,1,0,0,0,0,,,,,,,,,,,,,,,,,
0.100,2,0,0,0,1,,,,,,,,,24.20,2422.00,24.00,410.00,6.00,192.00,-8.00,29.00,12.00
0.300,3,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,16.20,1622.00,6.00,265.00,-10.00,128.00,-18.00,19.00,12.00
0.400,4,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.013659,12.70,1271.00,-2.00,200.00,-16.00,100.00,-24.00,15.00,12.00
0.500,5,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,9.50,957.00,-8.00,140.00,-22.00,76.00,-28.00,11.00,12.00
0.600,6,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,9.50,957.00,-8.00,140.00,-22.00,76.00,-28.00,11.00,12.00
0.700,7,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,-0.003792,-0.018592,6.80,683.00,-16.00,90.00,-28.00,54.00,-32.00,8.00,12.00
0.800,8,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,4.50,453.00,-20.00,50.00,-32.00,36.00,-34.00,5.00,12.00
0.900,9,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,-0.003792,-0.018592,2.60,268.00,-24.00,15.00,-36.00,20.00,-38.00,3.00,12.00
1.000,10,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,1.30,130.00,-28.00,-10.00,-38.00,10.00,-40.00,1.00,12.00
1.100,11,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,0.40,41.00,-30.00,-25.00,-40.00,2.00,-40.00,0.00,12.00
1.200,12,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,0.00,2.00,-30.00,-30.00,-40.00,0.00,-40.00,0.00,12.00
1.300,13,0,1,1,1,,,,-0.023525,-0.023525,-0.028458,0.001141,-0.018592,0.10,12.00,-30.00,-30.00,-40.00,0.00,-40.00,0.00,12.00
1.400,14,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,0.70,72.00,-30.00,-20.00,-40.00,4.00,-40.00,0.00,12.00
1.500,15,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,-0.003792,-0.018592,1.80,182.00,-26.00,0.00,-38.00,14.00,-38.00,2.00,12.00
1.600,16,0,1,1,1,,,,-0.013659,-0.023525,-0.028458,0.001141,-0.018592,3.40,339.00,-24.00,30.00,-34.00,26.00,-36.00,4.00,12.00
1.800,17,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,5.40,544.00,-18.00,65.00,-30.00,42.00,-34.00,6.00,12.00
1.900,18,0,1,1,1,,,,-0.018592,-0.023525,-0.023525,0.001141,-0.018592,7.90,792.00,-12.00,110.00,-26.00,62.00,-30.00,9.00,12.00
2.000,19,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.013659,10.80,1083.00,-6.00,165.00,-20.00,86.00,-26.00,13.00,12.00
2.100,20,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,14.10,1413.00,2.00,225.00,-14.00,112.00,-22.00,16.00,12.00
2.200,21,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,-0.003792,-0.018592,17.70,1779.00,10.00,290.00,-8.00,142.00,-16.00,21.00,12.00
2.300,22,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,-0.003792,-0.018592,21.70,2177.00,20.00,365.00,0.00,174.00,-10.00,26.00,12.00
2.400,23,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,26.00,2603.00,28.00,445.00,8.00,208.00,-4.00,31.00,12.00
2.500,24,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,30.50,3053.00,40.00,525.00,18.00,244.00,2.00,36.00,12.00
2.600,25,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,35.20,3522.00,50.00,610.00,26.00,280.00,8.00,42.00,12.00
2.700,26,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,40.00,4006.00,62.00,700.00,36.00,320.00,16.00,48.00,12.00
2.800,27,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,-0.003792,-0.018592,45.00,4501.00,72.00,790.00,44.00,360.00,22.00,54.00,12.00
3.000,28,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,0.001141,-0.018592,50.00,5000.00,84.00,880.00,54.00,400.00,30.00,60.00,12.00
3.100,29,0,1,1,1,,,,-0.018592,-0.023525,-0.028458,-0.003792,-0.018592,54.90,5499.00,96.00,970.00,64.00,438.00,36.00,65.00,12.00
