Timestamp,SnapshotIndex,ModbusValid,DAQValid,DAQRunning,ECUValid,Modbus_0,Modbus_1,Modbus_2,DAQ_0,DAQ_1,DAQ_2,DAQ_3,DAQ_4,ECU_Throttle,ECU_EngineSpeed,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_AxleTemp,ECU_FuelPressure,ECU_IntakeTemp,ECU_AtmPressure,ECU_FlightTime
0.000,1,0,0,0,0,,,,,,,,,,,,,,,,,
0.100,2,0,0,0,1,,,,,,,,,40.80,4083.00,62.00,715.00,36.00,326.00,16.00,49.00,71.00
0.200,3,0,0,0,1,,,,,,,,,35.90,3597.00,52.00,625.00,28.00,286.00,10.00,43.00,71.00
0.300,4,0,1,1,1,,,,-0.008726,-0.008726,-0.013659,0.011007,-0.008726,31.20,3124.00,40.00,540.00,18.00,250.00,2.00,37.00,71.00
0.400,5,0,1,1,1,,,,-0.008726,-0.013659,-0.023525,0.011007,0.006074,26.70,2671.00,30.00,455.00,10.00,212.00,-4.00,32.00,71.00
0.500,6,0,1,1,1,,,,-0.008726,-0.013659,-0.013659,0.015940,-0.008726,22.40,2241.00,20.00,375.00,2.00,178.00,-10.00,26.00,71.00
0.600,7,1,1,1,1,26.3377,26.6600,26.0800,-0.008726,-0.013659,-0.018592,-0.003792,0.006074,18.30,1838.00,12.00,305.00,-6.00,146.00,-16.00,22.00,71.00
0.700,8,1,1,1,1,26.3355,26.6600,26.0847,-0.013659,-0.018592,-0.023525,0.011007,-0.013659,18.30,1838.00,12.00,305.00,-6.00,146.00,-16.00,22.00,71.00
0.800,9,1,1,1,1,26.3385,26.6600,26.0883,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,14.60,1467.00,2.00,235.00,-14.00,116.00,-20.00,17.00,71.00
1.000,10,1,1,1,1,26.3397,26.6600,26.0896,-0.008726,-0.013659,-0.018592,0.006074,-0.008726,8.30,835.00,-12.00,120.00,-26.00,66.00,-30.00,10.00,71.00
1.100,11,1,1,1,1,26.3399,26.6600,26.0899,-0.003792,-0.008726,-0.003792,0.011007,-0.003792,5.70,579.00,-18.00,75.00,-30.00,46.00,-32.00,6.00,71.00
1.200,12,1,1,1,1,26.3400,26.6600,26.0899,-0.018592,-0.018592,-0.023525,0.011007,-0.008726,3.60,368.00,-22.00,35.00,-34.00,28.00,-36.00,4.00,71.00
1.300,13,1,1,1,1,26.3343,26.6600,26.0900,-0.008726,-0.013659,-0.013659,0.011007,-0.003792,2.00,203.00,-26.00,5.00,-38.00,16.00,-38.00,2.00,71.00
1.400,14,1,1,1,1,26.3373,26.6600,26.0900,-0.003792,-0.008726,-0.013659,0.006074,0.020874,0.80,86.00,-30.00,-15.00,-40.00,6.00,-40.00,1.00,71.00
1.500,15,1,1,1,1,26.3331,26.6600,26.0900,-0.013659,-0.018592,-0.023525,0.011007,-0.008726,0.10,18.00,-30.00,-30.00,-40.00,0.00,-40.00,0.00,71.00
1.700,16,1,1,1,1,26.3383,26.6600,26.0900,-0.008726,-0.018592,-0.023525,0.011007,-0.008726,0.30,32.00,-30.00,-25.00,-40.00,2.00,-40.00,0.00,71.00
1.800,17,1,1,1,1,26.3392,26.6600,26.0900,-0.008726,-0.013659,-0.018592,0.006074,-0.008726,0.30,32.00,-30.00,-25.00,-40.00,2.00,-40.00,0.00,71.00
