Timestamp,SnapshotIndex,ModbusValid,DAQValid,DAQRunning,ECUValid,Modbus_0,Modbus_1,Modbus_2,DAQ_0,DAQ_1,DAQ_2,DAQ_3,DAQ_4,ECU_Throttle,ECU_EngineSpeed,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_AxleTemp,ECU_FuelPressure,ECU_IntakeTemp,ECU_AtmPressure,ECU_FlightTime
9.500,1,0,0,0,0,,,,,,,,,,,,,,,,,
9.700,2,0,0,0,1,,,,,,,,,85.10,8514.00,164.00,1520.00,120.00,680.00,78.00,102.00,48.00
9.800,3,0,0,0,1,,,,,,,,,81.40,8141.00,156.00,1455.00,114.00,650.00,72.00,97.00,48.00
9.900,4,0,1,1,1,,,,-0.008726,-0.013659,-0.018592,0.006074,-0.008726,73.00,7306.00,138.00,1300.00,98.00,584.00,62.00,87.00,48.00
10.100,5,0,1,1,1,,,,-0.013659,-0.018592,-0.018592,0.011007,-0.003792,68.50,6851.00,126.00,1220.00,90.00,548.00,54.00,82.00,48.00
10.200,6,1,1,1,1,26.2800,26.5900,26.0572,-0.003792,-0.008726,-0.018592,0.006074,-0.003792,63.70,6379.00,116.00,1130.00,80.00,510.00,48.00,76.00,48.00
10.300,7,1,1,1,1,26.2800,26.5900,26.0532,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,58.90,5892.00,104.00,1045.00,70.00,470.00,42.00,70.00,48.00
10.400,8,1,1,1,1,26.2800,26.5900,26.0506,-0.008726,-0.013659,-0.023525,0.011007,-0.008726,48.90,4897.00,82.00,860.00,52.00,390.00,28.00,58.00,48.00
10.500,9,1,1,1,1,26.2800,26.5900,26.0503,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,43.90,4398.00,70.00,770.00,42.00,350.00,20.00,52.00,48.00
10.600,10,1,1,1,1,26.2829,26.5900,26.0501,-0.013659,-0.013659,-0.013659,0.011007,-0.003792,39.00,3906.00,58.00,680.00,34.00,312.00,14.00,46.00,48.00
10.700,11,1,1,1,1,26.2875,26.5900,26.0500,-0.003792,-0.013659,-0.018592,0.006074,-0.008726,39.00,3906.00,58.00,680.00,34.00,312.00,14.00,46.00,48.00
10.800,12,1,1,1,1,26.2890,26.5900,26.0500,-0.008726,-0.013659,-0.018592,0.001141,-0.003792,34.20,3424.00,48.00,590.00,24.00,272.00,6.00,41.00,48.00
10.900,13,1,1,1,1,26.2895,26.5900,26.0500,-0.013659,-0.018592,-0.023525,0.011007,-0.008726,29.50,2958.00,38.00,505.00,16.00,236.00,0.00,35.00,48.00
11.000,14,1,1,1,1,26.2898,26.5900,26.0500,-0.013659,-0.018592,-0.018592,0.011007,-0.008726,25.10,2513.00,26.00,425.00,6.00,200.00,-6.00,30.00,48.00
11.200,15,1,1,1,1,26.2899,26.5900,26.0500,-0.003792,-0.013659,-0.013659,0.011007,0.006074,20.90,2092.00,18.00,350.00,-2.00,166.00,-12.00,25.00,48.00
11.300,16,1,1,1,1,26.2900,26.5900,26.0500,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,17.00,1700.00,8.00,280.00,-8.00,136.00,-18.00,20.00,48.00
11.400,17,1,1,1,1,26.2900,26.5900,26.0500,-0.013659,-0.013659,-0.028458,0.011007,-0.008726,13.40,1342.00,0.00,210.00,-16.00,106.00,-22.00,16.00,48.00
11.500,18,1,1,1,1,26.2900,26.5900,26.0500,-0.008726,-0.013659,-0.018592,0.011007,-0.008726,10.10,1020.00,-8.00,155.00,-22.00,80.00,-26.00,12.00,48.00
11.600,19,1,1,1,1,26.2900,26.5900,26.0500,-0.008726,-0.013659,-0.018592,0.006074,-0.008726,4.90,498.00,-20.00,60.00,-32.00,38.00,-34.00,5.00,48.00
11.700,20,1,1,1,1,26.2900,26.5900,26.0500,-0.003792,-0.008726,-0.018592,0.015940,-0.028458,3.00,303.00,-24.00,25.00,-36.00,24.00,-36.00,3.00,48.00
11.800,21,1,1,1,1,26.2900,26.5900,26.0500,-0.008726,-0.013659,-0.018592,0.011007,-0.023525,3.00,303.00,-24.00,25.00,-36.00,24.00,-36.00,3.00,48.00
11.900,22,1,1,1,1,26.2900,26.5900,26.0500,-0.013659,-0.018592,-0.018592,0.011007,-0.008726,1.50,155.00,-28.00,-5.00,-38.00,12.00,-38.00,1.00,48.00
12.000,23,1,1,1,1,26.2900,26.5900,26.0500,-0.008726,-0.013659,-0.018592,0.015940,-0.008726,0.50,56.00,-30.00,-20.00,-40.00,4.00,-40.00,0.00,48.00
12.100,24,1,1,1,1,26.2900,26.5900,26.0500,-0.008726,-0.013659,-0.013659,0.011007,-0.008726,0.00,6.00,-30.00,-30.00,-40.00,0.00,-40.00,0.00,48.00
12.300,25,1,1,1,1,26.2900,26.5900,26.0500,-0.008726,-0.013659,-0.013659,0.006074,-0.008726,0.00,6.00,-30.00,-30.00,-40.00,0.00,-40.00,0.00,48.00
12.400,26,1,1,1,1,26.2900,26.5900,26.0500,-0.018592,-0.023525,-0.023525,0.011007,-0.013659,0.50,55.00,-30.00,-20.00,-40.00,4.00,-40.00,0.00,48.00
12.500,27,1,1,1,1,26.2900,26.5926,26.0581,-0.008726,-0.008726,-0.013659,-0.008726,-0.003792,3.00,302.00,-24.00,25.00,-36.00,24.00,-36.00,3.00,48.00
12.600,28,1,1,1,1,26.2900,26.5911,26.0592,-0.003792,-0.013659,-0.018592,0.006074,-0.008726,4.90,497.00,-20.00,60.00,-32.00,38.00,-34.00,5.00,48.00
12.800,29,1,1,1,1,26.2900,26.5905,26.0596,-0.008726,-0.013659,-0.023525,0.011007,0.001141,7.30,736.00,-14.00,100.00,-26.00,58.00,-30.00,8.00,48.00
12.900,30,1,1,1,1,26.2878,26.5901,26.0599,-0.008726,-0.013659,-0.018592,0.011007,-0.003792,10.10,1018.00,-8.00,155.00,-22.00,80.00,-26.00,12.00,48.00
13.000,31,1,1,1,1,26.2834,26.5901,26.0600,-0.018592,-0.023525,-0.023525,0.011007,-0.008726,13.40,1340.00,0.00,210.00,-16.00,106.00,-22.00,16.00,48.00
13.100,32,1,1,1,1,26.2816,26.5900,26.0600,-0.003792,-0.013659,-0.018592,0.011007,-0.008726,16.90,1699.00,8.00,280.00,-8.00,134.00,-18.00,20.00,48.00
13.200,33,1,1,1,1,26.2807,26.5900,26.0600,-0.003792,-0.008726,-0.018592,0.011007,-0.003792,16.90,1699.00,8.00,280.00,-8.00,134.00,-18.00,20.00,48.00
13.300,34,1,1,1,1,26.2801,26.5900,26.0600,-0.003792,-0.008726,-0.013659,0.011007,-0.003792,25.10,2511.00,26.00,425.00,6.00,200.00,-6.00,30.00,48.00
13.400,35,1,1,1,1,26.2801,26.5900,26.0600,0.001141,-0.003792,-0.008726,0.011007,-0.003792,29.50,2956.00,38.00,505.00,16.00,236.00,0.00,35.00,48.00
13.500,36,1,1,1,1,26.2800,26.5900,26.0600,-0.003792,-0.013659,-0.018592,0.011007,-0.008726,34.20,3422.00,48.00,590.00,24.00,272.00,6.00,41.00,48.00
13.600,37,1,1,1,1,26.2800,26.5900,26.0600,-0.003792,-0.008726,-0.018592,0.011007,-0.003792,39.00,3903.00,58.00,680.00,34.00,312.00,14.00,46.00,48.00
13.700,38,1,1,1,1,26.2800,26.5900,26.0600,-0.008726,-0.013659,-0.013659,0.011007,-0.028458,43.90,4396.00,70.00,770.00,42.00,350.00,20.00,52.00,48.00
13.900,39,1,1,1,1,26.2800,26.5900,26.0600,-0.008726,-0.013659,-0.013659,-0.008726,-0.003792,48.90,4894.00,82.00,860.00,52.00,390.00,28.00,58.00,48.00
14.000,40,1,1,1,1,26.2800,26.5900,26.0551,-0.008726,-0.013659,-0.008726,-0.003792,0.011007,53.90,5394.00,94.00,950.00,62.00,430.00,34.00,64.00,48.00
14.100,41,1,1,1,1,26.2800,26.5900,26.0522,-0.008726,-0.013659,-0.013659,0.025807,-0.003792,58.90,5890.00,104.00,1040.00,70.00,470.00,42.00,70.00,48.00
14.200,42,1,1,1,1,26.2800,26.5900,26.0509,-0.008726,-0.013659,-0.013659,0.011007,-0.008726,63.70,6376.00,116.00,1130.00,80.00,510.00,48.00,76.00,48.00
14.300,43,1,1,1,1,26.2800,26.5900,26.0502,-0.008726,-0.013659,-0.013659,0.011007,-0.008726,68.50,6849.00,126.00,1220.00,90.00,546.00,54.00,82.00,48.00
14.400,44,1,1,1,1,26.2800,26.5900,26.0501,-0.008726,-0.018592,-0.018592,0.006074,-0.008726,73.00,7304.00,138.00,1300.00,98.00,584.00,62.00,87.00,48.00
14.500,45,1,1,1,1,26.2800,26.5900,26.0500,-0.018592,-0.018592,-0.018592,0.011007,-0.013659,77.30,7735.00,146.00,1380.00,106.00,618.00,68.00,92.00,48.00
